"Techmeme: Apple TV 2015 review: Fast and easy to navigate, but keyboard worse, Siri limited â€¦",0
â€œFuture teardown of an Apple Car shows us who could be making the variousÂ elementsâ€ Just when I thought the tech blogs couldnâ€™t get worse.,0
"RT Even though I'm a 100% certified Apple Fanboy/apologist, after 3 months without Spotify I'm ready to admit Apple Music sucks aâ€¦",0
Why can't everyone have the same content on there Apple TV the uk sucks with Apple TV content ????????,0
Apple Music sucks,0
Aw look they made Travis into an emoji! Good job Apple,1
????????????????????????????????â˜¹ï¸????????????????????????????????????????????????????âœ????????â›‘????????????????????????????????â˜„????â˜ï¸????â›ˆ????????????â˜ƒ????????????????????????????â£++ all the flags // there are the new emojis good job apple! You added the unicorn,1
Lovely how Apple added a middle finger emoji good job????????????????????????,1
RT Apple sucks now. letâ€™s all find a new company to worship,0
"i cannot for the life of me be professional, i just can't. i just emailed apple saying the new iphone 6s snapchat camera sucks ass..",0
iPhone has a middle finger emoji now. Interesting. ???????????????????????????????????????????? good job apple. ???????????????? ????????,1
???????????????????????? ???????? good job Apple,1
well then I guess it sucks that I already bought it at full price and now I can't even listen to it because of this Apple Music shit,0
RT I must say Apple did a good job with the new emojis,1
One thing I wonâ€™t miss when I upgrade my 2009 MacBook Pro to a new MacBookâ€¦ INSANE FAN NOISE OMG ITS SO LOUD MAKE IT STOP.,0
switching to a Nexus phone it causes iPhones to think you still have an iPhone. Apple sucks for that stuff.,0
"RT with every update my phone gets worse, I'm so over Apple ????",0
These new emojis are so cute ????????????????????????????????????â˜ƒ????????????????????????????â£???????? Good job apple ????????,1
"RT Thereâ€™s a lot to love about Apple Watch, but the truth is, as a running watch, it sucks",0
ugh Jobs* dammit apple your autocorrect sucks just like your founder,0
"I had a 15"" mbp as a desktop replacement and it was good, I have a desktop pc now so I'd probably get a 13"" because I want",1
"RT hmm apple music sucks! buggy, slow, terrible UX across all platforms. ftw",0
???? good job Apple you finally made a volleyball emoji,1
RT Apple music = sucks.,0
"I hate, with a passion, working with Apple products. Between my phone, my laptop, my desktop at home I DONT KNOW WHAT'S WORSE.",0
Good job Apple! You get me to do your stupid update and all I get for 5 hours is a black screen to connect to...,0
"Itâ€™s confusing, and Apple hasnâ€™t done a good job of explaining.",0
???? a unicorn...damn. Good job Apple,1
